,Food,Mines,Oil,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars,Trans,Utils,Rtail,Finan,Other
2002-04-01,0.029900000000000003,-0.0083,-0.0493,0.0371,0.024,-0.0513,-0.0659,-0.0039000000000000003,-0.0713,0.030699999999999998,-0.0753,0.0137,-0.034,-0.0042,-0.0167,-0.0102,-0.1017
2002-05-01,0.0060999999999999995,0.057300000000000004,-0.011899999999999999,-0.013600000000000001,-0.0072,0.0158,-0.0127,-0.030699999999999998,0.0036,-0.0263,-0.0297,0.0123,0.0007000000000000001,-0.0692,-0.0037,-0.0016,-0.0155
2002-06-01,-0.0182,-0.08109999999999999,-0.0001,-0.0206,-0.0525,-0.0134,-0.0978,-0.0526,-0.0518,-0.0286,-0.1602,-0.0818,0.0037,-0.0581,-0.04190000000000001,-0.047599999999999996,-0.0876
2002-07-01,-0.08380000000000001,-0.1441,-0.1183,-0.1188,-0.10189999999999999,-0.0951,-0.0176,-0.12869999999999998,-0.2039,-0.139,-0.0941,-0.1185,-0.0815,-0.12140000000000001,-0.1116,-0.0703,-0.0775
2002-08-01,0.005600000000000001,0.07690000000000001,0.0055000000000000005,-0.0128,0.0371,0.0177,0.026000000000000002,0.0203,-0.0483,0.0273,-0.0349,-0.0015,-0.0489,0.034,0.005699999999999999,0.0225,-0.0004
2002-09-01,-0.048600000000000004,-0.0783,-0.0787,-0.0605,-0.11220000000000001,-0.10550000000000001,-0.07730000000000001,-0.12480000000000001,-0.18460000000000001,-0.0745,-0.165,-0.102,-0.0664,-0.10880000000000001,-0.094,-0.1041,-0.10679999999999999
2002-10-01,0.048600000000000004,-0.0653,0.030899999999999997,0.0888,0.038900000000000004,0.054299999999999994,0.0694,0.050300000000000004,0.0642,0.0358,0.1476,-0.0414,0.0095,-0.0060999999999999995,0.056600000000000004,0.0728,0.1229
2002-11-01,-0.0131,0.0501,0.0296,0.0608,0.0956,0.09759999999999999,0.0203,0.0007000000000000001,0.182,0.0555,0.1945,0.1112,0.037599999999999995,0.0158,0.0433,0.0322,0.0877
2002-12-01,-0.009300000000000001,0.1157,0.0075,-0.0483,-0.0483,-0.045700000000000005,-0.030600000000000002,-0.048799999999999996,-0.1027,-0.0294,-0.1458,-0.07440000000000001,-0.0069,0.0383,-0.07780000000000001,-0.0425,-0.078
2003-01-01,-0.0452,-0.0381,-0.023399999999999997,-0.044000000000000004,-0.0489,-0.0583,-0.0131,-0.0652,-0.0478,-0.079,-0.022799999999999997,-0.039,-0.0524,-0.0321,-0.042300000000000004,-0.0161,-0.026000000000000002
2003-02-01,-0.035699999999999996,-0.030899999999999997,0.0184,-0.0323,-0.011699999999999999,-0.0403,-0.0264,0.049400000000000006,0.022799999999999997,-0.0128,0.0369,-0.050499999999999996,-0.059800000000000006,-0.0398,-0.026000000000000002,-0.0327,-0.0213
2003-03-01,0.0017000000000000001,-0.0315,0.015700000000000002,0.048,0.0068000000000000005,0.0393,0.028900000000000002,0.0229,-0.0326,-0.0052,-0.0259,-0.0194,0.008,0.0431,0.0596,0.0021,0.010700000000000001
2003-04-01,0.0391,0.0533,-0.0039000000000000003,0.0816,0.0693,0.0993,0.0378,0.0977,0.10220000000000001,0.08039999999999999,0.1121,0.168,0.096,0.0723,0.09029999999999999,0.1114,0.087
2003-05-01,0.0712,0.1448,0.0852,0.039900000000000005,0.0424,0.009399999999999999,0.0409,0.09849999999999999,0.13140000000000002,0.0269,0.1211,0.023799999999999998,0.059500000000000004,0.1016,0.020499999999999997,0.056100000000000004,0.0575
2003-06-01,0.0052,0.0574,-0.0102,-0.0066,-0.015700000000000002,-0.0158,0.0504,0.009300000000000001,0.0215,0.0078000000000000005,0.0015,0.008100000000000001,0.024700000000000003,0.0106,0.0355,0.0064,0.0143
2003-07-01,-0.005,0.0649,-0.0252,0.048499999999999995,0.0297,0.0785,-0.0327,0.001,0.0692,0.0688,0.092,0.0727,0.0346,-0.054299999999999994,0.0443,0.0437,0.021
2003-08-01,-0.0063,0.0849,0.061900000000000004,0.0513,0.042699999999999995,0.0189,-0.0275,0.0603,0.0464,0.0408,0.0791,0.0815,0.0331,0.0192,0.073,-0.0053,0.0273
2003-09-01,0.008,-0.0031,-0.0218,-0.016,-0.0575,-0.0613,0.0213,-0.011399999999999999,-0.0316,-0.0265,-0.0406,-0.0433,-0.04,0.0384,-0.0567,0.0058,-0.0134
2003-10-01,0.045599999999999995,0.1329,0.015600000000000001,0.1099,0.0849,0.0658,0.0155,0.1233,0.19210000000000002,0.1206,0.1321,0.0732,0.09480000000000001,0.0151,0.0888,0.0696,0.040999999999999995
2003-11-01,0.026699999999999998,0.0876,0.0064,0.0298,0.0064,0.0313,0.020499999999999997,0.015300000000000001,0.0356,0.0458,0.0362,0.0279,-0.008100000000000001,0.0095,-0.0007000000000000001,0.0096,0.0096
2003-12-01,0.0335,0.07139999999999999,0.1346,0.009300000000000001,0.0232,0.09480000000000001,0.0548,0.009899999999999999,0.1065,0.0729,0.0045000000000000005,0.1142,0.055099999999999996,0.058600000000000006,-0.0294,0.0414,0.0565
2004-01-01,-0.003,-0.0906,0.0032,-0.0161,0.0351,-0.014499999999999999,0.0179,-0.0183,0.0005,-0.0148,0.0271,-0.0159,-0.0151,0.0191,0.0023,0.0339,0.0365
2004-02-01,0.047599999999999996,0.0633,0.0452,0.0613,0.025099999999999997,0.0285,0.021099999999999997,0.052300000000000006,0.0637,0.0302,-0.0291,0.0028000000000000004,-0.0033,0.021099999999999997,0.0767,0.028900000000000002,-0.0102
2004-03-01,0.009300000000000001,0.0361,-0.0006,0.0242,-0.0281,-0.0177,-0.0361,0.0273,-0.044800000000000006,0.0346,-0.0172,-0.0167,-0.0223,0.011399999999999999,-0.0034999999999999996,-0.0070999999999999995,-0.0171
2004-04-01,0.0184,-0.1358,0.026699999999999998,-0.0184,-0.0424,-0.006500000000000001,0.0403,-0.0504,-0.0872,-0.029500000000000002,-0.0724,0.04,0.0143,-0.035699999999999996,-0.028900000000000002,-0.0426,-0.0046
2004-05-01,-0.0013,0.0562,0.0048,-0.0017000000000000001,0.0101,0.0066,-0.011399999999999999,0.0225,0.058499999999999996,0.0034000000000000002,0.0576,-0.0165,0.0163,0.0126,0.0016,0.015600000000000001,0.0079
2004-06-01,0.0115,0.0414,0.0535,0.0416,0.029300000000000003,0.056299999999999996,-0.006500000000000001,0.0025,0.0942,0.0508,0.0216,0.0473,0.0737,0.0203,-0.0037,0.0054,0.028399999999999998
2004-07-01,-0.0682,0.0149,0.0339,-0.0493,-0.0635,-0.0305,-0.06269999999999999,-0.0417,-0.0019,-0.0421,-0.0943,-0.0513,-0.0197,0.0106,-0.0233,-0.0223,-0.0433
2004-08-01,0.0022,0.034300000000000004,-0.013500000000000002,0.0016,0.0148,0.0302,0.0278,0.051500000000000004,-0.0023,-0.0109,-0.06,-0.0279,-0.0045000000000000005,0.036699999999999997,-0.0197,0.031200000000000002,-0.0079
2004-09-01,-0.0356,0.0649,0.0883,0.028300000000000002,0.0424,0.0466,-0.0407,0.059800000000000006,0.0797,0.0446,0.027000000000000003,0.0096,0.0225,0.0138,0.0233,0.0012,0.029900000000000003
2004-10-01,0.027200000000000002,-0.016200000000000003,0.006500000000000001,0.051500000000000004,-0.0059,0.0021,-0.0223,0.0195,-0.0358,0.0512,0.0453,-0.028399999999999998,0.025,0.0424,0.029500000000000002,0.0062,0.0204
2004-11-01,0.021400000000000002,0.0864,0.0632,0.0421,0.0858,0.08869999999999999,0.018000000000000002,0.042699999999999995,0.1305,0.1015,0.0571,0.06509999999999999,0.0645,0.0489,0.0321,0.0461,0.0481
2004-12-01,0.050300000000000004,-0.0269,-0.0229,0.0545,0.0385,0.0275,0.0581,0.0516,-0.016200000000000003,0.0113,0.0317,0.050499999999999996,0.0196,0.0248,0.0308,0.0416,0.0406
2005-01-01,-0.004699999999999999,-0.0098,0.0298,-0.026099999999999998,-0.0407,-0.013300000000000001,-0.038599999999999995,0.009399999999999999,-0.0037,-0.035699999999999996,-0.05,-0.0708,-0.0403,0.0176,-0.0040999999999999995,-0.0208,-0.0395
2005-02-01,-0.0018,0.1101,0.19579999999999997,0.0204,0.0024,0.0862,0.0354,0.0231,0.0977,0.016399999999999998,0.0327,0.013300000000000001,0.0325,0.0236,0.001,-0.0025,-0.0077
2005-03-01,-0.0105,-0.0528,-0.034300000000000004,-0.0165,-0.0311,-0.0204,0.0075,-0.035699999999999996,-0.0755,-0.0373,-0.0276,-0.0819,0.0078000000000000005,0.0060999999999999995,0.0148,-0.0323,-0.0124
2005-04-01,0.013600000000000001,-0.0889,-0.055999999999999994,-0.0725,-0.0929,-0.07400000000000001,0.0339,-0.0434,-0.0971,-0.013999999999999999,-0.0479,-0.10529999999999999,-0.037000000000000005,0.0213,-0.0553,-0.0087,-0.026699999999999998
2005-05-01,0.0229,0.0519,0.0195,0.06480000000000001,0.0521,0.0023,0.0123,0.07400000000000001,0.0019,0.0217,0.0965,0.09140000000000001,0.0509,0.0166,0.0625,0.0332,0.0315
2005-06-01,-0.0287,0.058499999999999996,0.0574,0.0533,0.011399999999999999,-0.0073,-0.0109,0.0218,-0.027000000000000003,0.0105,-0.008100000000000001,0.0255,-0.0138,0.0556,0.0268,0.0242,-0.0105
2005-07-01,0.018000000000000002,0.10679999999999999,0.0552,0.031400000000000004,0.011000000000000001,0.0478,0.0168,0.1026,0.1315,0.075,0.0663,0.0759,0.05,0.0298,0.0495,0.0174,0.0478
2005-08-01,-0.009899999999999999,0.0492,0.057800000000000004,-0.0334,-0.024399999999999998,-0.06269999999999999,0.0022,-0.032799999999999996,-0.0078000000000000005,-0.0165,-0.0097,-0.0444,-0.0182,0.0125,-0.065,-0.014499999999999999,-0.0064
2005-09-01,0.0016,0.1206,0.0721,-0.0275,-0.0381,-0.0166,-0.0028000000000000004,0.006999999999999999,0.0308,-0.0279,0.0051,-0.048799999999999996,0.0242,0.0438,-0.0167,0.011699999999999999,-0.0040999999999999995
2005-10-01,-0.010700000000000001,-0.0695,-0.1016,-0.0286,-0.032400000000000005,0.0245,-0.0286,-0.0388,-0.0433,-0.0258,-0.042699999999999995,-0.0558,-0.006,-0.06849999999999999,0.0222,0.025099999999999997,-0.011899999999999999
2005-11-01,0.0089,0.0535,0.0101,0.058899999999999994,0.06849999999999999,0.0345,0.002,0.054000000000000006,0.1291,0.052199999999999996,0.0697,0.0097,0.06,-0.0022,0.0366,0.0449,0.0479
2005-12-01,-0.0146,0.0519,0.0040999999999999995,0.0013,0.0075,0.0091,0.037599999999999995,-0.0128,0.036699999999999997,-0.0013,-0.0062,-0.0137,0.023,0.0124,-0.0085,0.0031,-0.013000000000000001
2006-01-01,-0.0048,0.1736,0.1249,0.0076,0.0446,0.0302,0.019799999999999998,0.0575,0.1493,0.0444,0.0582,0.046799999999999994,0.0384,0.030299999999999997,0.0155,0.0129,0.0223
2006-02-01,0.016,-0.0827,-0.0816,0.0116,0.0236,0.0005,0.013300000000000001,-0.0073,-0.0296,0.0302,0.0078000000000000005,-0.0168,0.030299999999999997,0.0023,0.0079,0.016,0.0003
2006-03-01,0.0163,0.0704,0.0397,0.0166,0.0446,0.0113,-0.0059,0.0134,0.12140000000000001,0.0384,0.026099999999999998,0.0166,0.040999999999999995,-0.0365,0.0273,0.0064,0.0256
2006-04-01,0.008100000000000001,0.11470000000000001,0.0408,-0.0045000000000000005,-0.0241,0.0253,-0.004699999999999999,-0.0158,0.0765,-0.0083,0.015300000000000001,-0.0128,0.0213,0.0182,-0.0089,0.0281,-0.0046
2006-05-01,0.0278,-0.0824,-0.0348,-0.0327,-0.0379,-0.022000000000000002,-0.0199,-0.06559999999999999,-0.0463,-0.0475,-0.0642,0.015600000000000001,-0.0177,0.0151,-0.0138,-0.036000000000000004,-0.028300000000000002
2006-06-01,-0.0055000000000000005,-0.013000000000000001,0.0305,0.0034999999999999996,-0.0127,-0.0103,0.0121,-0.0384,0.028999999999999998,-0.0219,-0.02,0.0132,0.0209,0.0242,0.0144,-0.0043,-0.0037
2006-07-01,0.0241,-0.062,0.056799999999999996,-0.030600000000000002,-0.0286,-0.0449,0.046799999999999994,-0.0629,-0.0412,-0.0171,-0.0507,-0.018000000000000002,-0.0689,0.0483,-0.0472,0.0138,-0.0139
2006-08-01,0.0326,-0.0248,-0.0308,0.0394,0.0354,0.0371,0.0359,0.0029,-0.0259,0.0187,0.0696,0.0262,-0.0066,0.022799999999999997,0.030299999999999997,0.015,0.0336
2006-09-01,0.0063,-0.0913,-0.0353,0.0849,0.045,0.021099999999999997,0.0078000000000000005,0.0105,0.0007000000000000001,0.0369,0.0242,0.048799999999999996,0.0395,-0.0212,0.0652,0.0359,0.0304
2006-10-01,0.0059,0.10949999999999999,0.0501,0.0742,0.0695,0.0611,0.0183,0.0472,0.1076,0.053,0.0287,0.0472,0.0449,0.0536,0.0371,0.020099999999999996,0.0466
2006-11-01,0.0088,0.0682,0.0866,0.042,0.0187,0.0325,0.0023,0.042300000000000004,0.0883,0.032400000000000005,0.0444,0.0163,0.032,0.030600000000000002,-0.024300000000000002,0.009000000000000001,0.016
2006-12-01,0.0246,-0.0564,-0.017,0.0004,-0.0031,0.011200000000000002,0.0066,0.0155,-0.0262,0.0001,-0.0125,0.0022,-0.0105,0.0073,0.0134,0.0375,0.018799999999999997
2007-01-01,0.012199999999999999,0.056299999999999996,-0.013999999999999999,0.0332,0.018000000000000002,0.034300000000000004,0.0308,0.0356,0.09720000000000001,0.0291,0.016,0.0444,0.042699999999999995,0.0048,0.0339,0.0037,0.023399999999999997
2007-02-01,-0.0204,0.057300000000000004,-0.0222,0.0184,0.0116,0.0233,-0.0277,-0.0174,0.0195,-0.0049,-0.0059,0.0032,-0.0097,0.0416,-0.0029,-0.0252,-0.024900000000000002
2007-03-01,0.027200000000000002,0.0277,0.0602,0.0037,0.0001,0.0195,0.0076,-0.046799999999999994,0.0603,0.022799999999999997,0.006500000000000001,-0.0012,-0.0006,0.0433,0.013300000000000001,-0.0037,0.0106
2007-04-01,0.0404,0.08199999999999999,0.048799999999999996,0.020499999999999997,0.0722,0.018500000000000003,0.053099999999999994,0.023700000000000002,0.0337,0.049800000000000004,0.059500000000000004,0.0548,0.0412,0.0392,0.026000000000000002,0.0364,0.0345
2007-05-01,0.0282,0.07780000000000001,0.0698,0.0529,0.0171,0.0489,0.014199999999999999,0.06309999999999999,0.10490000000000001,0.0571,0.048,0.024700000000000003,0.0518,0.011899999999999999,0.0184,0.0281,0.0363
2007-06-01,-0.006999999999999999,-0.0194,0.0113,-0.0045000000000000005,-0.0292,0.022400000000000003,-0.0362,-0.038599999999999995,-0.0333,-0.0007000000000000001,0.0194,0.0363,-0.0217,-0.0482,-0.0219,-0.0368,-0.0104
2007-07-01,-0.03,0.0123,-0.0077,-0.0446,-0.0676,-0.0097,-0.039599999999999996,-0.0602,-0.046,-0.0068000000000000005,0.006,-0.0652,0.0121,-0.0373,-0.051399999999999994,-0.07440000000000001,-0.024700000000000003
2007-08-01,0.0323,-0.0337,0.0025,-0.027200000000000002,-0.0207,0.0253,0.0313,0.0048,-0.0235,0.021,0.0364,-0.0146,-0.015300000000000001,0.0184,0.0101,0.0161,0.0075
2007-09-01,0.0622,0.1313,0.0774,0.0155,-0.017,0.0557,0.029500000000000002,-0.0647,0.0758,0.0187,0.0388,0.0292,0.0403,0.0348,0.0068000000000000005,0.0189,0.0391
2007-10-01,0.0253,0.1188,0.0241,-0.0083,0.0021,0.038,0.019299999999999998,0.0074,0.0273,0.0199,0.029500000000000002,0.0213,0.009399999999999999,0.06559999999999999,0.0128,-0.0144,0.0331
2007-11-01,0.0103,-0.0786,-0.0458,-0.08070000000000001,-0.0696,-0.044000000000000004,0.021,-0.0909,-0.0662,-0.0397,-0.0613,-0.10640000000000001,-0.0364,-0.0070999999999999995,-0.0227,-0.0621,-0.0571
2007-12-01,-0.006500000000000001,0.028900000000000002,0.0759,-0.0719,-0.0385,0.045599999999999995,-0.0366,-0.0213,0.0219,-0.0361,0.0128,-0.013300000000000001,-0.0192,0.009000000000000001,-0.027999999999999997,-0.041299999999999996,-0.0026
2008-01-01,-0.0745,-0.053399999999999996,-0.0931,0.002,-0.0424,-0.0584,-0.0527,0.0436,-0.0984,-0.0692,-0.1379,-0.051,-0.018600000000000002,-0.0693,-0.011000000000000001,-0.011200000000000002,-0.069
2008-02-01,0.0187,0.09720000000000001,0.0687,-0.0426,-0.059699999999999996,0.048799999999999996,-0.0088,-0.0833,0.0815,-0.0177,-0.0048,-0.0647,-0.0361,-0.030299999999999997,-0.0436,-0.1081,-0.0377
2008-03-01,0.0271,-0.0672,-0.0273,0.028900000000000002,0.0007000000000000001,-0.0163,-0.0079,0.015,0.0023,0.0327,0.0046,-0.0253,-0.0067,0.008100000000000001,0.0265,-0.0393,0.0025
2008-04-01,0.0006,0.1273,0.10300000000000001,0.031200000000000002,-0.0058,0.0971,-0.0262,0.047,0.06480000000000001,0.0737,0.0704,0.1144,0.0762,0.0639,0.057699999999999994,0.055099999999999996,0.0256
2008-05-01,0.022799999999999997,0.1041,0.0361,0.0291,0.0173,0.031,0.0258,0.005,0.0925,0.050199999999999995,0.0642,-0.0034999999999999996,0.0219,0.0359,0.0075,-0.042300000000000004,0.0269
2008-06-01,-0.065,0.0753,0.0207,-0.1275,-0.1108,-0.039,-0.0461,-0.12390000000000001,-0.057999999999999996,-0.1066,-0.0901,-0.1818,-0.1313,-0.0040999999999999995,-0.0741,-0.1754,-0.0933
2008-07-01,0.035,-0.1724,-0.1531,-0.0441,0.08789999999999999,-0.0139,0.055,0.0121,-0.1168,-0.041100000000000005,-0.021099999999999997,-0.018000000000000002,0.04019999999999999,-0.071,0.0084,0.0721,0.009399999999999999
2008-08-01,0.0088,-0.060899999999999996,0.0025,0.09359999999999999,0.0415,-0.0338,0.0319,0.0888,-0.0678,0.0262,0.0242,0.0115,0.032,-0.0046,0.0473,0.0039000000000000003,0.0209
2008-09-01,-0.008,-0.3035,-0.1091,-0.0134,-0.055,-0.1953,-0.044199999999999996,-0.0781,-0.3098,-0.1437,-0.1696,-0.0964,-0.1151,-0.1184,-0.049800000000000004,-0.048799999999999996,-0.08710000000000001
2008-10-01,-0.13720000000000002,-0.32799999999999996,-0.1637,-0.22519999999999998,-0.2583,-0.2223,-0.0975,-0.1956,-0.32409999999999994,-0.23440000000000003,-0.209,-0.28600000000000003,-0.13570000000000002,-0.1112,-0.1458,-0.20190000000000002,-0.1745
2008-11-01,-0.0291,-0.0849,0.0103,-0.15380000000000002,-0.11220000000000001,-0.17329999999999998,-0.0393,-0.038,-0.12240000000000001,-0.0377,-0.10369999999999999,-0.0771,-0.10890000000000001,0.0126,-0.0748,-0.1424,-0.0863
2008-12-01,-0.0038,0.0897,-0.0241,0.0435,0.021,-0.023700000000000002,0.0426,0.0271,0.1666,0.0848,0.0177,0.023399999999999997,0.0296,-0.0204,0.0467,0.015300000000000001,0.0231
2009-01-01,-0.0326,-0.0605,-0.0362,-0.1291,-0.159,-0.056100000000000004,-0.0533,-0.1242,-0.1663,-0.10300000000000001,-0.0478,-0.10060000000000001,-0.1027,-0.0084,-0.08410000000000001,-0.20809999999999998,-0.064
2009-02-01,-0.0693,-0.0066,-0.1263,-0.1,-0.1795,-0.0821,-0.1024,-0.106,-0.1881,-0.08410000000000001,-0.0852,-0.0353,-0.1585,-0.1252,-0.0175,-0.1542,-0.08710000000000001
2009-03-01,0.054299999999999994,0.1191,0.039900000000000005,0.165,0.0987,0.16649999999999998,0.0667,0.1481,0.1213,0.0506,0.1285,0.11289999999999999,0.0719,0.0282,0.10339999999999999,0.1477,0.08439999999999999
2009-04-01,0.0317,0.0747,0.042800000000000005,0.23929999999999998,0.2962,0.1771,-0.005,0.1761,0.2589,0.1857,0.1583,0.31920000000000004,0.16210000000000002,0.0209,0.0819,0.17129999999999998,0.1094
2009-05-01,0.0652,0.2114,0.09949999999999999,0.0216,0.0154,0.08109999999999999,0.078,-0.057,0.09699999999999999,-0.0095,0.0207,-0.057800000000000004,0.052000000000000005,0.0464,-0.0036,0.1002,0.030299999999999997
2009-06-01,0.008199999999999999,-0.0892,-0.0461,-0.0351,0.015700000000000002,-0.0731,0.0209,-0.0007000000000000001,0.0335,0.026099999999999998,0.0322,0.0472,-0.013500000000000002,0.0464,-0.0097,-0.018000000000000002,0.0231
